event,positionX,positionY,timestamp,windowName,userId,id,button,
Move,127,26,0.0,/authorization,1,142685,NoButton,
Move,128,26,0.124,/authorization,1,142686,NoButton,
Move,128,26,0.125,/authorization,1,142687,NoButton,
Move,131,26,0.127,/authorization,1,142688,NoButton,
Move,133,26,0.129,/authorization,1,142689,NoButton,
Move,135,26,0.13,/authorization,1,142690,NoButton,
Move,136,26,0.132,/authorization,1,142691,NoButton,
Move,137,26,0.133,/authorization,1,142692,NoButton,
Move,140,28,0.135,/authorization,1,142693,NoButton,
Move,141,28,0.136,/authorization,1,142694,NoButton,
Move,142,28,0.137,/authorization,1,142695,NoButton,
Move,144,28,0.138,/authorization,1,142696,NoButton,
Move,144,28,0.139,/authorization,1,142697,NoButton,
Move,145,28,0.14,/authorization,1,142698,NoButton,
Move,146,28,0.141,/authorization,1,142699,NoButton,
Move,148,28,0.142,/authorization,1,142700,NoButton,
Move,150,29,0.143,/authorization,1,142701,NoButton,
Move,151,29,0.144,/authorization,1,142702,NoButton,
Move,152,30,0.145,/authorization,1,142703,NoButton,
Move,154,30,0.146,/authorization,1,142704,NoButton,
Move,155,30,0.147,/authorization,1,142705,NoButton,
Move,158,30,0.149,/authorization,1,142706,NoButton,
Move,159,30,0.15,/authorization,1,142707,NoButton,
Move,160,30,0.151,/authorization,1,142708,NoButton,
Move,161,30,0.152,/authorization,1,142709,NoButton,
Move,163,31,0.153,/authorization,1,142710,NoButton,
Move,165,31,0.154,/authorization,1,142711,NoButton,
Move,168,31,0.156,/authorization,1,142712,NoButton,
Move,170,31,0.158,/authorization,1,142713,NoButton,
Move,171,31,0.159,/authorization,1,142714,NoButton,
Move,173,31,0.16,/authorization,1,142715,NoButton,
Move,175,32,0.161,/authorization,1,142716,NoButton,
Move,177,32,0.162,/authorization,1,142717,NoButton,
Move,179,33,0.164,/authorization,1,142718,NoButton,
Move,181,33,0.165,/authorization,1,142719,NoButton,
Move,182,33,0.166,/authorization,1,142720,NoButton,
Move,184,33,0.167,/authorization,1,142721,NoButton,
Move,186,34,0.168,/authorization,1,142722,NoButton,
Move,189,34,0.17,/authorization,1,142723,NoButton,
Move,190,34,0.171,/authorization,1,142724,NoButton,
Move,192,34,0.172,/authorization,1,142725,NoButton,
Move,193,34,0.173,/authorization,1,142726,NoButton,
Move,194,34,0.174,/authorization,1,142727,NoButton,
Move,195,34,0.175,/authorization,1,142728,NoButton,
Move,197,35,0.176,/authorization,1,142729,NoButton,
Move,198,35,0.177,/authorization,1,142730,NoButton,
Move,200,35,0.178,/authorization,1,142731,NoButton,
Move,202,35,0.18,/authorization,1,142732,NoButton,
Move,203,35,0.181,/authorization,1,142733,NoButton,
Move,204,35,0.182,/authorization,1,142734,NoButton,
Move,206,36,0.183,/authorization,1,142735,NoButton,
Move,207,36,0.184,/authorization,1,142736,NoButton,
Move,208,37,0.185,/authorization,1,142737,NoButton,
Move,210,37,0.187,/authorization,1,142738,NoButton,
Move,212,38,0.188,/authorization,1,142739,NoButton,
Move,214,38,0.189,/authorization,1,142740,NoButton,
Move,215,38,0.19,/authorization,1,142741,NoButton,
Move,216,38,0.191,/authorization,1,142742,NoButton,
Move,217,38,0.192,/authorization,1,142743,NoButton,
Move,221,38,0.194,/authorization,1,142744,NoButton,
Move,223,38,0.195,/authorization,1,142745,NoButton,
Move,224,38,0.196,/authorization,1,142746,NoButton,
Move,225,38,0.197,/authorization,1,142747,NoButton,
Move,227,39,0.199,/authorization,1,142748,NoButton,
Move,229,39,0.2,/authorization,1,142749,NoButton,
Move,232,39,0.202,/authorization,1,142750,NoButton,
Move,233,39,0.204,/authorization,1,142751,NoButton,
Move,234,40,0.205,/authorization,1,142752,NoButton,
Move,235,40,0.206,/authorization,1,142753,NoButton,
Move,237,40,0.207,/authorization,1,142754,NoButton,
Move,237,41,0.208,/authorization,1,142755,NoButton,
Move,240,41,0.209,/authorization,1,142756,NoButton,
Move,242,41,0.212,/authorization,1,142757,NoButton,
Move,243,41,0.213,/authorization,1,142758,NoButton,
Move,245,41,0.214,/authorization,1,142759,NoButton,
Move,246,42,0.215,/authorization,1,142760,NoButton,
Move,248,42,0.217,/authorization,1,142761,NoButton,
Move,249,42,0.219,/authorization,1,142762,NoButton,
Move,250,42,0.22,/authorization,1,142763,NoButton,
Move,251,42,0.221,/authorization,1,142764,NoButton,
Move,252,42,0.222,/authorization,1,142765,NoButton,
Move,253,42,0.223,/authorization,1,142766,NoButton,
Move,256,43,0.225,/authorization,1,142767,NoButton,
Move,256,43,0.226,/authorization,1,142768,NoButton,
Move,257,43,0.227,/authorization,1,142769,NoButton,
Move,258,44,0.228,/authorization,1,142770,NoButton,
Move,259,44,0.229,/authorization,1,142771,NoButton,
Move,260,44,0.23,/authorization,1,142772,NoButton,
Move,262,44,0.231,/authorization,1,142773,NoButton,
Move,264,44,0.233,/authorization,1,142774,NoButton,
Move,264,45,0.234,/authorization,1,142775,NoButton,
Move,265,46,0.235,/authorization,1,142776,NoButton,
Move,266,46,0.236,/authorization,1,142777,NoButton,
Move,270,47,0.238,/authorization,1,142778,NoButton,
Move,272,47,0.241,/authorization,1,142779,NoButton,
Move,272,47,0.242,/authorization,1,142780,NoButton,
Move,273,47,0.243,/authorization,1,142781,NoButton,
Move,274,47,0.244,/authorization,1,142782,NoButton,
Move,275,48,0.245,/authorization,1,142783,NoButton,
Move,276,49,0.246,/authorization,1,142784,NoButton,
Move,278,49,0.247,/authorization,1,142785,NoButton,
Move,279,50,0.249,/authorization,1,142786,NoButton,
Move,280,50,0.25,/authorization,1,142787,NoButton,
Move,281,50,0.252,/authorization,1,142788,NoButton,
Move,283,51,0.253,/authorization,1,142789,NoButton,
Move,284,51,0.254,/authorization,1,142790,NoButton,
Move,286,51,0.255,/authorization,1,142791,NoButton,
Move,286,52,0.256,/authorization,1,142792,NoButton,
Move,287,52,0.257,/authorization,1,142793,NoButton,
Move,288,52,0.258,/authorization,1,142794,NoButton,
Move,288,52,0.259,/authorization,1,142795,NoButton,
Move,290,52,0.261,/authorization,1,142796,NoButton,
Move,291,52,0.262,/authorization,1,142797,NoButton,
Move,293,52,0.265,/authorization,1,142798,NoButton,
Move,293,53,0.266,/authorization,1,142799,NoButton,
Move,295,54,0.268,/authorization,1,142800,NoButton,
Move,296,54,0.269,/authorization,1,142801,NoButton,
Move,297,55,0.271,/authorization,1,142802,NoButton,
Move,300,55,0.275,/authorization,1,142803,NoButton,
Move,301,56,0.277,/authorization,1,142804,NoButton,
Move,302,56,0.278,/authorization,1,142805,NoButton,
Move,304,56,0.28,/authorization,1,142806,NoButton,
Move,304,57,0.281,/authorization,1,142807,NoButton,
Move,305,57,0.282,/authorization,1,142808,NoButton,
Move,307,57,0.283,/authorization,1,142809,NoButton,
Move,308,57,0.285,/authorization,1,142810,NoButton,
Move,310,58,0.286,/authorization,1,142811,NoButton,
Move,311,58,0.287,/authorization,1,142812,NoButton,
Move,312,58,0.289,/authorization,1,142813,NoButton,
Move,313,58,0.29,/authorization,1,142814,NoButton,
Move,314,58,0.291,/authorization,1,142815,NoButton,
Move,315,58,0.292,/authorization,1,142816,NoButton,
Move,318,58,0.295,/authorization,1,142817,NoButton,
Move,319,59,0.296,/authorization,1,142818,NoButton,
Move,320,59,0.298,/authorization,1,142819,NoButton,
Move,321,59,0.299,/authorization,1,142820,NoButton,
Move,322,59,0.3,/authorization,1,142821,NoButton,
Move,323,59,0.301,/authorization,1,142822,NoButton,
Move,324,59,0.302,/authorization,1,142823,NoButton,
Move,327,60,0.304,/authorization,1,142824,NoButton,
Move,328,60,0.306,/authorization,1,142825,NoButton,
Move,329,61,0.307,/authorization,1,142826,NoButton,
Move,331,61,0.309,/authorization,1,142827,NoButton,
Move,332,61,0.31,/authorization,1,142828,NoButton,
Move,334,61,0.312,/authorization,1,142829,NoButton,
Move,335,61,0.313,/authorization,1,142830,NoButton,
Move,336,61,0.314,/authorization,1,142831,NoButton,
Move,337,61,0.315,/authorization,1,142832,NoButton,
Move,339,61,0.318,/authorization,1,142833,NoButton,
Move,341,61,0.319,/authorization,1,142834,NoButton,
Move,342,61,0.32,/authorization,1,142835,NoButton,
Move,344,61,0.322,/authorization,1,142836,NoButton,
Move,344,61,0.323,/authorization,1,142837,NoButton,
Move,345,62,0.324,/authorization,1,142838,NoButton,
Move,346,62,0.325,/authorization,1,142839,NoButton,
Move,348,62,0.327,/authorization,1,142840,NoButton,
Move,349,62,0.328,/authorization,1,142841,NoButton,
Move,350,62,0.329,/authorization,1,142842,NoButton,
Move,351,62,0.33,/authorization,1,142843,NoButton,
Move,352,63,0.332,/authorization,1,142844,NoButton,
Move,353,63,0.333,/authorization,1,142845,NoButton,
Move,355,63,0.335,/authorization,1,142846,NoButton,
Move,357,64,0.337,/authorization,1,142847,NoButton,
Move,358,64,0.338,/authorization,1,142848,NoButton,
Move,359,64,0.34,/authorization,1,142849,NoButton,
