event,positionX,positionY,timestamp,windowName,userId,id,button,
Move,145,763,0.0,/authorization,3,229851,NoButton,
Move,146,763,0.107,/authorization,3,229852,NoButton,
Move,147,762,0.11,/authorization,3,229853,NoButton,
Move,148,762,0.111,/authorization,3,229854,NoButton,
Move,149,762,0.113,/authorization,3,229855,NoButton,
Move,149,762,0.114,/authorization,3,229856,NoButton,
Move,150,762,0.116,/authorization,3,229857,NoButton,
Move,151,761,0.117,/authorization,3,229858,NoButton,
Move,152,760,0.122,/authorization,3,229859,NoButton,
Move,153,760,0.123,/authorization,3,229860,NoButton,
Move,154,759,0.126,/authorization,3,229861,NoButton,
Move,155,759,0.127,/authorization,3,229862,NoButton,
Move,157,758,0.131,/authorization,3,229863,NoButton,
Move,158,757,0.133,/authorization,3,229864,NoButton,
Move,159,757,0.135,/authorization,3,229865,NoButton,
Move,160,757,0.136,/authorization,3,229866,NoButton,
Move,161,757,0.14,/authorization,3,229867,NoButton,
Move,162,756,0.142,/authorization,3,229868,NoButton,
Move,162,755,0.143,/authorization,3,229869,NoButton,
Move,163,754,0.145,/authorization,3,229870,NoButton,
Move,164,754,0.146,/authorization,3,229871,NoButton,
Move,166,754,0.15,/authorization,3,229872,NoButton,
Move,167,754,0.151,/authorization,3,229873,NoButton,
Move,168,753,0.153,/authorization,3,229874,NoButton,
Move,168,753,0.154,/authorization,3,229875,NoButton,
Move,170,753,0.157,/authorization,3,229876,NoButton,
Move,171,752,0.158,/authorization,3,229877,NoButton,
Move,173,752,0.159,/authorization,3,229878,NoButton,
Move,174,751,0.16,/authorization,3,229879,NoButton,
Move,175,750,0.163,/authorization,3,229880,NoButton,
Move,176,750,0.164,/authorization,3,229881,NoButton,
Move,177,750,0.166,/authorization,3,229882,NoButton,
Move,179,749,0.167,/authorization,3,229883,NoButton,
Move,180,749,0.169,/authorization,3,229884,NoButton,
Move,182,748,0.17,/authorization,3,229885,NoButton,
Move,184,748,0.173,/authorization,3,229886,NoButton,
Move,186,747,0.175,/authorization,3,229887,NoButton,
Move,188,746,0.177,/authorization,3,229888,NoButton,
Move,189,746,0.178,/authorization,3,229889,NoButton,
Move,190,746,0.179,/authorization,3,229890,NoButton,
Move,191,746,0.18,/authorization,3,229891,NoButton,
Move,192,746,0.182,/authorization,3,229892,NoButton,
Move,193,746,0.183,/authorization,3,229893,NoButton,
Move,194,745,0.184,/authorization,3,229894,NoButton,
Move,195,745,0.185,/authorization,3,229895,NoButton,
Move,197,745,0.187,/authorization,3,229896,NoButton,
Move,198,744,0.188,/authorization,3,229897,NoButton,
Move,199,744,0.19,/authorization,3,229898,NoButton,
Move,200,743,0.191,/authorization,3,229899,NoButton,
Move,200,742,0.192,/authorization,3,229900,NoButton,
Move,201,742,0.195,/authorization,3,229901,NoButton,
Move,202,741,0.196,/authorization,3,229902,NoButton,
Move,202,740,0.198,/authorization,3,229903,NoButton,
Move,203,740,0.199,/authorization,3,229904,NoButton,
Move,203,739,0.2,/authorization,3,229905,NoButton,
Move,204,739,0.201,/authorization,3,229906,NoButton,
Move,205,738,0.204,/authorization,3,229907,NoButton,
Move,206,738,0.205,/authorization,3,229908,NoButton,
Move,206,737,0.206,/authorization,3,229909,NoButton,
Move,206,736,0.207,/authorization,3,229910,NoButton,
Move,207,736,0.209,/authorization,3,229911,NoButton,
Move,207,735,0.21,/authorization,3,229912,NoButton,
Move,207,733,0.212,/authorization,3,229913,NoButton,
Move,208,733,0.214,/authorization,3,229914,NoButton,
Move,208,731,0.215,/authorization,3,229915,NoButton,
Move,208,730,0.217,/authorization,3,229916,NoButton,
Move,208,729,0.218,/authorization,3,229917,NoButton,
Move,208,728,0.22,/authorization,3,229918,NoButton,
Move,208,727,0.221,/authorization,3,229919,NoButton,
Move,208,726,0.222,/authorization,3,229920,NoButton,
Move,209,724,0.224,/authorization,3,229921,NoButton,
Move,210,723,0.226,/authorization,3,229922,NoButton,
Move,210,722,0.227,/authorization,3,229923,NoButton,
Move,211,722,0.228,/authorization,3,229924,NoButton,
Move,211,720,0.23,/authorization,3,229925,NoButton,
Move,211,719,0.232,/authorization,3,229926,NoButton,
Move,212,718,0.233,/authorization,3,229927,NoButton,
Move,212,717,0.234,/authorization,3,229928,NoButton,
Move,213,714,0.237,/authorization,3,229929,NoButton,
Move,214,714,0.238,/authorization,3,229930,NoButton,
Move,214,713,0.24,/authorization,3,229931,NoButton,
Move,214,710,0.243,/authorization,3,229932,NoButton,
Move,215,708,0.244,/authorization,3,229933,NoButton,
Move,215,706,0.247,/authorization,3,229934,NoButton,
Move,215,706,0.248,/authorization,3,229935,NoButton,
Move,215,703,0.25,/authorization,3,229936,NoButton,
Move,215,702,0.251,/authorization,3,229937,NoButton,
Move,215,700,0.254,/authorization,3,229938,NoButton,
Move,216,700,0.258,/authorization,3,229939,NoButton,
Move,216,699,0.259,/authorization,3,229940,NoButton,
Move,216,699,0.261,/authorization,3,229941,NoButton,
Move,217,698,0.898,/authorization,3,229942,NoButton,
Move,219,698,0.903,/authorization,3,229943,NoButton,
Move,220,698,0.904,/authorization,3,229944,NoButton,
Move,221,698,0.905,/authorization,3,229945,NoButton,
Move,222,698,0.906,/authorization,3,229946,NoButton,
Move,224,698,0.908,/authorization,3,229947,NoButton,
Move,225,698,0.909,/authorization,3,229948,NoButton,
Move,226,698,0.91,/authorization,3,229949,NoButton,
Move,228,698,0.911,/authorization,3,229950,NoButton,
Move,229,698,0.912,/authorization,3,229951,NoButton,
Move,231,698,0.913,/authorization,3,229952,NoButton,
Move,233,698,0.915,/authorization,3,229953,NoButton,
Move,234,698,0.916,/authorization,3,229954,NoButton,
Move,236,698,0.917,/authorization,3,229955,NoButton,
Move,238,698,0.918,/authorization,3,229956,NoButton,
Move,240,698,0.919,/authorization,3,229957,NoButton,
Move,242,698,0.921,/authorization,3,229958,NoButton,
Move,243,698,0.922,/authorization,3,229959,NoButton,
Move,245,698,0.923,/authorization,3,229960,NoButton,
Move,247,698,0.924,/authorization,3,229961,NoButton,
Move,248,698,0.925,/authorization,3,229962,NoButton,
Move,249,698,0.926,/authorization,3,229963,NoButton,
